fold,feature,k_chosen
0,original_gldm_GrayLevelNonUniformity,50
1,original_firstorder_Minimum,20
1,original_shape_Maximum2DDiameterColumn,20
1,original_ngtdm_Complexity,20
1,original_glcm_MaximumProbability,20
1,original_glcm_Idmn,20
1,original_glszm_SizeZoneNonUniformity,20
1,original_firstorder_InterquartileRange,20
1,original_glszm_LargeAreaHighGrayLevelEmphasis,20
1,original_glcm_ClusterProminence,20
1,original_shape_Maximum2DDiameterRow,20
1,original_gldm_SmallDependenceLowGrayLevelEmphasis,20
1,original_firstorder_Skewness,20
1,original_glszm_SmallAreaLowGrayLevelEmphasis,20
1,original_shape_Flatness,20
1,original_gldm_DependenceEntropy,20
1,original_firstorder_Range,20
1,original_glcm_Imc1,20
1,original_glszm_LargeAreaEmphasis,20
1,original_glszm_ZoneVariance,20
1,original_ngtdm_Strength,20
2,original_firstorder_Minimum,100
2,original_firstorder_InterquartileRange,100
2,original_glszm_SizeZoneNonUniformity,100
2,original_glcm_MaximumProbability,100
2,original_shape_Flatness,100
2,original_firstorder_Skewness,100
2,original_shape_Maximum2DDiameterColumn,100
2,original_glszm_LargeAreaLowGrayLevelEmphasis,100
2,original_shape_Maximum2DDiameterRow,100
2,original_firstorder_10Percentile,100
2,original_firstorder_Median,100
2,original_gldm_SmallDependenceLowGrayLevelEmphasis,100
2,original_glszm_LargeAreaEmphasis,100
2,original_glszm_ZoneVariance,100
2,original_glszm_SmallAreaLowGrayLevelEmphasis,100
2,original_firstorder_RobustMeanAbsoluteDeviation,100
2,original_ngtdm_Coarseness,100
2,original_ngtdm_Complexity,100
2,original_gldm_SmallDependenceEmphasis,100
2,original_glcm_ClusterProminence,100
2,original_glszm_ZonePercentage,100
2,original_glcm_ClusterShade,100
2,original_glcm_Imc1,100
2,original_glszm_SizeZoneNonUniformityNormalized,100
2,original_gldm_DependenceNonUniformityNormalized,100
2,original_ngtdm_Busyness,100
2,original_shape_Maximum3DDiameter,100
2,original_shape_MajorAxisLength,100
2,original_shape_Maximum2DDiameterSlice,100
2,original_glrlm_GrayLevelVariance,100
2,original_gldm_DependenceEntropy,100
2,original_glszm_LowGrayLevelZoneEmphasis,100
2,original_firstorder_90Percentile,100
2,original_glszm_LargeAreaHighGrayLevelEmphasis,100
2,original_firstorder_Uniformity,100
2,original_glcm_ClusterTendency,100
2,original_glrlm_HighGrayLevelRunEmphasis,100
2,original_glcm_SumSquares,100
2,original_glszm_SmallAreaEmphasis,100
2,original_gldm_GrayLevelNonUniformity,100
2,original_glszm_ZoneEntropy,100
2,original_glszm_GrayLevelNonUniformityNormalized,100
2,original_ngtdm_Contrast,100
2,original_glrlm_LongRunHighGrayLevelEmphasis,100
2,original_gldm_SmallDependenceHighGrayLevelEmphasis,100
2,original_shape_Elongation,100
2,original_glrlm_GrayLevelNonUniformity,100
2,original_glrlm_LowGrayLevelRunEmphasis,100
2,original_glrlm_ShortRunHighGrayLevelEmphasis,100
2,original_gldm_HighGrayLevelEmphasis,100
2,original_glcm_JointEnergy,100
2,original_glrlm_ShortRunLowGrayLevelEmphasis,100
2,original_glszm_GrayLevelNonUniformity,100
2,original_glcm_Autocorrelation,100
2,original_shape_SurfaceVolumeRatio,100
2,original_shape_MinorAxisLength,100
2,original_glrlm_ShortRunEmphasis,100
2,original_shape_Sphericity,100
2,original_firstorder_Kurtosis,100
2,original_gldm_GrayLevelVariance,100
2,original_glrlm_RunLengthNonUniformityNormalized,100
2,original_firstorder_Variance,100
2,original_glcm_JointAverage,100
2,original_glcm_SumAverage,100
2,original_glszm_SmallAreaHighGrayLevelEmphasis,100
2,original_gldm_DependenceNonUniformity,100
2,original_firstorder_Range,100
2,original_gldm_DependenceVariance,100
2,original_glcm_JointEntropy,100
2,original_firstorder_MeanAbsoluteDeviation,100
2,original_gldm_LowGrayLevelEmphasis,100
2,original_glcm_InverseVariance,100
2,original_glrlm_RunEntropy,100
2,original_firstorder_Maximum,100
2,original_glszm_HighGrayLevelZoneEmphasis,100
2,original_glcm_Contrast,100
2,original_shape_SurfaceArea,100
2,original_glrlm_RunLengthNonUniformity,100
2,original_glszm_GrayLevelVariance,100
2,original_glcm_DifferenceAverage,100
2,original_firstorder_RootMeanSquared,100
2,original_firstorder_Mean,100
2,original_gldm_LargeDependenceHighGrayLevelEmphasis,100
2,original_glcm_DifferenceEntropy,100
2,original_gldm_LargeDependenceLowGrayLevelEmphasis,100
2,original_glrlm_RunVariance,100
2,original_glrlm_GrayLevelNonUniformityNormalized,100
2,original_glcm_DifferenceVariance,100
2,original_glcm_SumEntropy,100
2,original_glcm_MCC,100
2,original_ngtdm_Strength,100
2,original_glcm_Idm,100
2,original_glrlm_LongRunLowGrayLevelEmphasis,100
2,original_glcm_Id,100
2,original_glrlm_LongRunEmphasis,100
2,original_glcm_Imc2,100
2,original_shape_LeastAxisLength,100
2,original_firstorder_Entropy,100
2,original_shape_MeshVolume,100
2,original_glcm_Idmn,100
3,original_firstorder_Minimum,10
3,original_shape_Maximum2DDiameterColumn,10
3,original_firstorder_InterquartileRange,10
3,original_glszm_SmallAreaLowGrayLevelEmphasis,10
3,original_glszm_SizeZoneNonUniformity,10
3,original_firstorder_10Percentile,10
3,original_firstorder_Skewness,10
3,original_firstorder_90Percentile,10
3,original_gldm_DependenceVariance,10
3,original_gldm_SmallDependenceLowGrayLevelEmphasis,10
4,original_firstorder_Minimum,100
4,original_shape_Maximum3DDiameter,100
4,original_glcm_ClusterProminence,100
4,original_shape_Maximum2DDiameterColumn,100
4,original_glszm_SmallAreaLowGrayLevelEmphasis,100
4,original_gldm_DependenceNonUniformityNormalized,100
4,original_glcm_MaximumProbability,100
4,original_gldm_SmallDependenceLowGrayLevelEmphasis,100
4,original_gldm_DependenceEntropy,100
4,original_glrlm_GrayLevelVariance,100
4,original_glszm_SizeZoneNonUniformity,100
4,original_shape_Maximum2DDiameterSlice,100
4,original_gldm_GrayLevelNonUniformity,100
4,original_glcm_JointEnergy,100
4,original_firstorder_Uniformity,100
4,original_glszm_LargeAreaHighGrayLevelEmphasis,100
4,original_gldm_DependenceVariance,100
4,original_glcm_ClusterTendency,100
4,original_glszm_LowGrayLevelZoneEmphasis,100
4,original_glcm_SumSquares,100
4,original_shape_Flatness,100
4,original_glszm_GrayLevelVariance,100
4,original_firstorder_Skewness,100
4,original_firstorder_10Percentile,100
4,original_gldm_SmallDependenceEmphasis,100
4,original_shape_MajorAxisLength,100
4,original_glszm_ZoneVariance,100
4,original_glszm_LargeAreaEmphasis,100
4,original_glszm_SizeZoneNonUniformityNormalized,100
4,original_shape_Maximum2DDiameterRow,100
4,original_ngtdm_Complexity,100
4,original_gldm_GrayLevelVariance,100
4,original_firstorder_90Percentile,100
4,original_glcm_JointEntropy,100
4,original_glcm_ClusterShade,100
4,original_glrlm_GrayLevelNonUniformity,100
4,original_glszm_SmallAreaEmphasis,100
4,original_firstorder_Variance,100
4,original_glszm_GrayLevelNonUniformity,100
4,original_glcm_SumEntropy,100
4,original_firstorder_Entropy,100
4,original_glrlm_HighGrayLevelRunEmphasis,100
4,original_glcm_Imc1,100
4,original_ngtdm_Contrast,100
4,original_ngtdm_Busyness,100
4,original_glrlm_RunLengthNonUniformity,100
4,original_glcm_MCC,100
4,original_gldm_HighGrayLevelEmphasis,100
4,original_ngtdm_Strength,100
4,original_glrlm_ShortRunEmphasis,100
4,original_glcm_Autocorrelation,100
4,original_glcm_JointAverage,100
4,original_glcm_SumAverage,100
4,original_glszm_ZonePercentage,100
4,original_shape_Sphericity,100
4,original_firstorder_Median,100
4,original_glrlm_LongRunHighGrayLevelEmphasis,100
4,original_gldm_DependenceNonUniformity,100
4,original_glcm_Correlation,100
4,original_gldm_LargeDependenceLowGrayLevelEmphasis,100
4,original_glrlm_RunVariance,100
4,original_gldm_SmallDependenceHighGrayLevelEmphasis,100
4,original_firstorder_InterquartileRange,100
4,original_glrlm_RunLengthNonUniformityNormalized,100
4,original_glszm_HighGrayLevelZoneEmphasis,100
4,original_glrlm_ShortRunHighGrayLevelEmphasis,100
4,original_gldm_LargeDependenceHighGrayLevelEmphasis,100
4,original_glcm_Imc2,100
4,original_glrlm_LongRunLowGrayLevelEmphasis,100
4,original_glrlm_LongRunEmphasis,100
4,original_glszm_ZoneEntropy,100
4,original_shape_Elongation,100
4,original_firstorder_Kurtosis,100
4,original_shape_MinorAxisLength,100
4,original_glszm_LargeAreaLowGrayLevelEmphasis,100
4,original_glcm_Idm,100
4,original_firstorder_MeanAbsoluteDeviation,100
4,original_firstorder_Range,100
4,original_gldm_LargeDependenceEmphasis,100
4,original_glcm_Id,100
4,original_shape_LeastAxisLength,100
4,original_glrlm_GrayLevelNonUniformityNormalized,100
4,original_glcm_DifferenceVariance,100
4,original_glcm_DifferenceAverage,100
4,original_firstorder_Mean,100
4,original_glrlm_RunPercentage,100
4,original_glcm_DifferenceEntropy,100
4,original_shape_SurfaceVolumeRatio,100
4,original_gldm_LowGrayLevelEmphasis,100
4,original_ngtdm_Coarseness,100
4,original_shape_VoxelVolume,100
4,original_firstorder_RootMeanSquared,100
4,original_shape_MeshVolume,100
4,original_glszm_SmallAreaHighGrayLevelEmphasis,100
4,original_firstorder_Energy,100
4,original_firstorder_TotalEnergy,100
4,original_glcm_Idmn,100
4,original_firstorder_Maximum,100
4,original_glrlm_ShortRunLowGrayLevelEmphasis,100
4,original_glcm_Idn,100
