fold,feature,k_chosen
0,emb_253,10
0,emb_312,10
0,emb_203,10
0,original_firstorder_Skewness,10
0,emb_72,10
0,original_shape_Flatness,10
0,emb_383,10
0,emb_715,10
0,emb_310,10
0,emb_563,10
1,emb_441,50
1,emb_203,50
1,emb_312,50
1,emb_550,50
1,emb_253,50
1,emb_667,50
1,emb_451,50
1,emb_563,50
1,emb_355,50
1,emb_385,50
1,emb_715,50
1,original_shape_Maximum2DDiameterColumn,50
1,original_shape_Sphericity,50
1,emb_184,50
1,emb_358,50
1,emb_285,50
1,emb_688,50
1,emb_647,50
1,emb_569,50
1,emb_402,50
1,emb_331,50
1,emb_738,50
1,emb_644,50
1,emb_46,50
1,emb_35,50
1,emb_565,50
1,original_shape_Maximum2DDiameterRow,50
1,emb_531,50
1,emb_147,50
1,emb_59,50
1,emb_221,50
1,emb_588,50
1,emb_303,50
1,emb_740,50
1,emb_80,50
1,emb_66,50
1,emb_479,50
1,emb_637,50
1,emb_494,50
1,emb_118,50
1,emb_121,50
1,emb_262,50
1,emb_477,50
1,emb_348,50
1,emb_150,50
1,emb_382,50
1,emb_528,50
1,emb_413,50
1,emb_723,50
1,emb_483,50
2,emb_441,100
2,emb_312,100
2,emb_355,100
2,emb_739,100
2,emb_451,100
2,emb_495,100
2,emb_221,100
2,original_shape_Maximum2DDiameterColumn,100
2,emb_513,100
2,original_firstorder_Kurtosis,100
2,emb_565,100
2,emb_413,100
2,emb_177,100
2,original_firstorder_Skewness,100
2,emb_479,100
2,emb_76,100
2,emb_528,100
2,emb_46,100
2,emb_310,100
2,emb_47,100
2,emb_435,100
2,original_glcm_ClusterShade,100
2,original_shape_Sphericity,100
2,emb_645,100
2,emb_531,100
2,emb_169,100
2,emb_591,100
2,emb_253,100
2,emb_644,100
2,emb_337,100
2,emb_647,100
2,emb_715,100
2,emb_13,100
2,emb_723,100
2,emb_553,100
2,emb_486,100
2,original_firstorder_Minimum,100
2,emb_203,100
2,emb_66,100
2,emb_364,100
2,emb_151,100
2,emb_20,100
2,emb_452,100
2,emb_656,100
2,emb_637,100
2,emb_593,100
2,emb_72,100
2,emb_59,100
2,emb_381,100
2,emb_550,100
2,emb_74,100
2,emb_410,100
2,emb_557,100
2,emb_595,100
2,emb_118,100
2,emb_286,100
2,emb_561,100
2,emb_303,100
2,emb_477,100
2,emb_127,100
2,emb_425,100
2,emb_416,100
2,emb_420,100
2,emb_361,100
2,emb_86,100
2,emb_664,100
2,original_glszm_GrayLevelVariance,100
2,emb_710,100
2,emb_147,100
2,emb_261,100
2,emb_55,100
2,emb_737,100
2,emb_123,100
2,emb_277,100
2,emb_638,100
2,emb_317,100
2,emb_740,100
2,emb_674,100
2,emb_569,100
2,emb_331,100
2,emb_214,100
2,emb_661,100
2,emb_243,100
2,emb_607,100
2,emb_229,100
2,emb_667,100
2,emb_307,100
2,emb_560,100
2,emb_641,100
2,emb_327,100
2,emb_230,100
2,emb_70,100
2,emb_633,100
2,emb_82,100
2,original_shape_SurfaceVolumeRatio,100
2,original_shape_Maximum3DDiameter,100
2,emb_563,100
2,emb_520,100
2,emb_717,100
2,emb_65,100
3,original_glszm_ZoneEntropy,50
3,emb_246,50
3,emb_644,50
3,original_shape_Sphericity,50
3,emb_312,50
3,emb_647,50
3,emb_441,50
3,emb_253,50
3,original_gldm_LargeDependenceLowGrayLevelEmphasis,50
3,emb_35,50
3,original_shape_Maximum2DDiameterColumn,50
3,emb_739,50
3,emb_435,50
3,emb_451,50
3,emb_47,50
3,emb_543,50
3,emb_203,50
3,emb_118,50
3,emb_169,50
3,emb_413,50
3,emb_688,50
3,original_glszm_SizeZoneNonUniformityNormalized,50
3,original_glszm_SmallAreaEmphasis,50
3,emb_565,50
3,emb_59,50
3,original_glrlm_LongRunLowGrayLevelEmphasis,50
3,emb_567,50
3,emb_569,50
3,emb_72,50
3,emb_593,50
3,emb_382,50
3,emb_37,50
3,emb_221,50
3,emb_65,50
3,emb_262,50
3,emb_588,50
3,emb_497,50
3,emb_66,50
3,original_glszm_HighGrayLevelZoneEmphasis,50
3,emb_667,50
3,emb_535,50
3,emb_553,50
3,original_shape_Maximum2DDiameterRow,50
3,emb_46,50
3,original_shape_SurfaceVolumeRatio,50
3,emb_332,50
3,emb_549,50
3,emb_408,50
3,emb_715,50
3,emb_284,50
4,original_shape_Maximum2DDiameterColumn,20
4,emb_441,20
4,emb_312,20
4,emb_739,20
4,emb_647,20
4,emb_203,20
4,emb_253,20
4,original_shape_Sphericity,20
4,emb_435,20
4,original_firstorder_Minimum,20
4,emb_644,20
4,emb_118,20
4,emb_413,20
4,emb_310,20
4,emb_100,20
4,emb_715,20
4,emb_221,20
4,emb_543,20
4,emb_565,20
4,emb_740,20
