fold,feature,k_chosen
0,original_firstorder_RobustMeanAbsoluteDeviation,100
0,original_ngtdm_Coarseness,100
0,original_glszm_GrayLevelVariance,100
0,original_firstorder_Kurtosis,100
0,original_gldm_SmallDependenceLowGrayLevelEmphasis,100
0,original_firstorder_InterquartileRange,100
0,original_glszm_HighGrayLevelZoneEmphasis,100
0,original_glcm_Imc2,100
0,original_firstorder_Skewness,100
0,original_shape_Maximum2DDiameterSlice,100
0,original_ngtdm_Busyness,100
0,original_firstorder_MeanAbsoluteDeviation,100
0,original_glcm_Correlation,100
0,original_glszm_ZonePercentage,100
0,original_glszm_SizeZoneNonUniformityNormalized,100
0,original_glrlm_LongRunHighGrayLevelEmphasis,100
0,original_shape_Maximum2DDiameterColumn,100
0,original_gldm_DependenceEntropy,100
0,original_glszm_GrayLevelNonUniformityNormalized,100
0,original_gldm_LargeDependenceHighGrayLevelEmphasis,100
0,original_gldm_DependenceNonUniformityNormalized,100
0,original_firstorder_90Percentile,100
0,original_glcm_DifferenceVariance,100
0,original_firstorder_Maximum,100
0,original_glrlm_GrayLevelNonUniformityNormalized,100
0,original_firstorder_Range,100
0,original_ngtdm_Contrast,100
0,original_glszm_SmallAreaHighGrayLevelEmphasis,100
0,original_glszm_LargeAreaLowGrayLevelEmphasis,100
0,original_glrlm_LowGrayLevelRunEmphasis,100
0,original_glszm_ZoneEntropy,100
0,original_glrlm_GrayLevelVariance,100
0,original_gldm_LargeDependenceLowGrayLevelEmphasis,100
0,original_glcm_MCC,100
0,original_glcm_SumAverage,100
0,original_glcm_JointAverage,100
0,original_shape_MinorAxisLength,100
0,original_glcm_InverseVariance,100
0,original_glrlm_RunVariance,100
0,original_glrlm_LongRunEmphasis,100
0,original_glcm_ClusterProminence,100
0,original_glcm_Contrast,100
0,original_glcm_DifferenceEntropy,100
0,original_glszm_LowGrayLevelZoneEmphasis,100
0,original_glcm_SumEntropy,100
0,original_shape_Maximum2DDiameterRow,100
0,original_glszm_LargeAreaHighGrayLevelEmphasis,100
0,original_shape_SurfaceArea,100
0,original_glcm_ClusterTendency,100
0,original_glszm_ZoneVariance,100
0,original_glszm_LargeAreaEmphasis,100
0,original_glszm_GrayLevelNonUniformity,100
0,original_firstorder_Median,100
0,original_glcm_SumSquares,100
0,original_shape_Maximum3DDiameter,100
0,original_firstorder_Uniformity,100
0,original_glcm_DifferenceAverage,100
0,original_firstorder_Variance,100
0,original_firstorder_Entropy,100
0,original_shape_MeshVolume,100
0,original_firstorder_Minimum,100
0,original_shape_VoxelVolume,100
0,original_glrlm_RunLengthNonUniformityNormalized,100
0,original_glcm_Idmn,100
0,original_glrlm_ShortRunLowGrayLevelEmphasis,100
0,original_gldm_GrayLevelVariance,100
0,original_glrlm_ShortRunEmphasis,100
0,original_glcm_JointEntropy,100
0,original_glcm_Idm,100
0,original_gldm_SmallDependenceHighGrayLevelEmphasis,100
0,original_firstorder_Energy,100
0,original_firstorder_TotalEnergy,100
0,original_gldm_HighGrayLevelEmphasis,100
0,original_glcm_Id,100
0,original_glcm_Autocorrelation,100
0,original_firstorder_10Percentile,100
0,original_gldm_LargeDependenceEmphasis,100
0,original_glszm_SmallAreaEmphasis,100
0,original_gldm_SmallDependenceEmphasis,100
0,original_glszm_SizeZoneNonUniformity,100
0,original_glrlm_RunPercentage,100
0,original_glcm_MaximumProbability,100
0,original_gldm_GrayLevelNonUniformity,100
0,original_glrlm_HighGrayLevelRunEmphasis,100
0,original_gldm_DependenceVariance,100
0,original_gldm_DependenceNonUniformity,100
0,original_shape_Elongation,100
0,original_shape_Sphericity,100
0,original_shape_MajorAxisLength,100
0,original_glrlm_RunLengthNonUniformity,100
0,original_ngtdm_Complexity,100
0,original_glcm_Idn,100
0,original_glrlm_ShortRunHighGrayLevelEmphasis,100
0,original_shape_LeastAxisLength,100
0,original_glrlm_GrayLevelNonUniformity,100
0,original_shape_SurfaceVolumeRatio,100
0,original_firstorder_Mean,100
0,original_glcm_Imc1,100
0,original_shape_Flatness,100
0,original_gldm_LowGrayLevelEmphasis,100
1,original_glszm_LargeAreaLowGrayLevelEmphasis,20
1,original_glszm_GrayLevelVariance,20
1,original_firstorder_InterquartileRange,20
1,original_firstorder_RobustMeanAbsoluteDeviation,20
1,original_glszm_LargeAreaHighGrayLevelEmphasis,20
1,original_glcm_Correlation,20
1,original_glszm_LargeAreaEmphasis,20
1,original_glszm_ZoneVariance,20
1,original_glszm_HighGrayLevelZoneEmphasis,20
1,original_gldm_DependenceEntropy,20
1,original_firstorder_Skewness,20
1,original_firstorder_90Percentile,20
1,original_gldm_SmallDependenceLowGrayLevelEmphasis,20
1,original_glcm_MCC,20
1,original_ngtdm_Complexity,20
1,original_ngtdm_Coarseness,20
1,original_gldm_DependenceNonUniformityNormalized,20
1,original_shape_Maximum2DDiameterSlice,20
1,original_glrlm_ShortRunLowGrayLevelEmphasis,20
1,original_glcm_Imc2,20
2,original_firstorder_InterquartileRange,20
2,original_firstorder_Skewness,20
2,original_gldm_SmallDependenceLowGrayLevelEmphasis,20
2,original_glszm_GrayLevelVariance,20
2,original_glszm_SmallAreaHighGrayLevelEmphasis,20
2,original_firstorder_90Percentile,20
2,original_firstorder_RobustMeanAbsoluteDeviation,20
2,original_ngtdm_Coarseness,20
2,original_shape_Maximum2DDiameterSlice,20
2,original_glszm_SizeZoneNonUniformity,20
2,original_gldm_DependenceEntropy,20
2,original_glszm_ZoneVariance,20
2,original_glszm_LargeAreaEmphasis,20
2,original_glszm_LargeAreaHighGrayLevelEmphasis,20
2,original_ngtdm_Busyness,20
2,original_glrlm_GrayLevelNonUniformityNormalized,20
2,original_glcm_DifferenceVariance,20
2,original_glszm_HighGrayLevelZoneEmphasis,20
2,original_glcm_Correlation,20
2,original_glszm_SmallAreaLowGrayLevelEmphasis,20
3,original_firstorder_Skewness,50
3,original_firstorder_InterquartileRange,50
3,original_glszm_GrayLevelVariance,50
3,original_glcm_Correlation,50
3,original_firstorder_RobustMeanAbsoluteDeviation,50
3,original_ngtdm_Coarseness,50
3,original_gldm_DependenceEntropy,50
3,original_shape_Maximum2DDiameterSlice,50
3,original_glszm_HighGrayLevelZoneEmphasis,50
3,original_firstorder_90Percentile,50
3,original_ngtdm_Busyness,50
3,original_glcm_InverseVariance,50
3,original_gldm_SmallDependenceLowGrayLevelEmphasis,50
3,original_glszm_SmallAreaHighGrayLevelEmphasis,50
3,original_gldm_LargeDependenceLowGrayLevelEmphasis,50
3,original_glszm_SizeZoneNonUniformityNormalized,50
3,original_firstorder_Kurtosis,50
3,original_glszm_SizeZoneNonUniformity,50
3,original_glszm_GrayLevelNonUniformityNormalized,50
3,original_ngtdm_Contrast,50
3,original_gldm_LowGrayLevelEmphasis,50
3,original_gldm_DependenceNonUniformityNormalized,50
3,original_glrlm_RunVariance,50
3,original_glrlm_LongRunHighGrayLevelEmphasis,50
3,original_gldm_SmallDependenceHighGrayLevelEmphasis,50
3,original_glszm_LargeAreaLowGrayLevelEmphasis,50
3,original_firstorder_MeanAbsoluteDeviation,50
3,original_glszm_LargeAreaHighGrayLevelEmphasis,50
3,original_firstorder_10Percentile,50
3,original_glrlm_LongRunEmphasis,50
3,original_gldm_LargeDependenceHighGrayLevelEmphasis,50
3,original_glcm_MaximumProbability,50
3,original_shape_Sphericity,50
3,original_firstorder_Uniformity,50
3,original_firstorder_Median,50
3,original_shape_Maximum2DDiameterColumn,50
3,original_firstorder_Variance,50
3,original_shape_SurfaceVolumeRatio,50
3,original_glrlm_LongRunLowGrayLevelEmphasis,50
3,original_glrlm_RunEntropy,50
3,original_glrlm_GrayLevelNonUniformityNormalized,50
3,original_glszm_ZonePercentage,50
3,original_gldm_GrayLevelVariance,50
3,original_shape_MinorAxisLength,50
3,original_glcm_DifferenceVariance,50
3,original_firstorder_Mean,50
3,original_glrlm_ShortRunHighGrayLevelEmphasis,50
3,original_glszm_LowGrayLevelZoneEmphasis,50
3,original_glcm_SumAverage,50
3,original_glcm_JointAverage,50
4,original_firstorder_RobustMeanAbsoluteDeviation,50
4,original_gldm_SmallDependenceLowGrayLevelEmphasis,50
4,original_glszm_LargeAreaLowGrayLevelEmphasis,50
4,original_firstorder_InterquartileRange,50
4,original_glcm_Correlation,50
4,original_firstorder_Skewness,50
4,original_glszm_LargeAreaHighGrayLevelEmphasis,50
4,original_glszm_GrayLevelVariance,50
4,original_firstorder_90Percentile,50
4,original_shape_Maximum2DDiameterSlice,50
4,original_firstorder_Kurtosis,50
4,original_ngtdm_Coarseness,50
4,original_gldm_LargeDependenceLowGrayLevelEmphasis,50
4,original_glszm_LargeAreaEmphasis,50
4,original_glszm_ZoneVariance,50
4,original_glszm_HighGrayLevelZoneEmphasis,50
4,original_glcm_Imc2,50
4,original_glrlm_GrayLevelNonUniformityNormalized,50
4,original_ngtdm_Strength,50
4,original_glcm_DifferenceVariance,50
4,original_glcm_InverseVariance,50
4,original_shape_MajorAxisLength,50
4,original_firstorder_MeanAbsoluteDeviation,50
4,original_shape_Elongation,50
4,original_shape_MinorAxisLength,50
4,original_gldm_DependenceEntropy,50
4,original_ngtdm_Busyness,50
4,original_glcm_Contrast,50
4,original_glcm_Idmn,50
4,original_glszm_SizeZoneNonUniformityNormalized,50
4,original_shape_Maximum2DDiameterColumn,50
4,original_glszm_ZonePercentage,50
4,original_firstorder_Minimum,50
4,original_glszm_LowGrayLevelZoneEmphasis,50
